UID          PID    PPID  C STIME TTY          TIME CMD
aastik      7392    7389  0 23:25 ?        00:00:00 /snap/code/261/usr/share/code/code --type=zygote --no-sandbox
aastik      7405    2796  0 23:25 ?        00:00:00 /snap/code/261/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/aastik/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=85bc4bd1-af42-48a1-8fec-1cac80dc795c&iid=85bc4bd1-af42-48a1-8fec-1cac80dc795c&sid=85bc4bd1-af42-48a1-8fec-1cac80dc795c --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.136.1 --annotation=lsb-release=Ubuntu 24.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=42.10.0 --initial-client-fd=43 --shared-client-connection
aastik      7422    7389  0 23:25 ?        00:00:01 /snap/code/261/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708989122997041
aastik      7495    7392 17 23:25 ?        00:02:31 /snap/code/261/usr/share/code/code --type=renderer --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/261/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=1165601076 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708990997080739 --vscode-window-config=vscode:1b656c3d-d2ce-4a6c-8e27-c0f8d794426e
aastik      7627    7389  7 23:25 ?        00:01:05 /snap/code/261/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --ozone-platform=x11 --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=disabled --shared-files --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708992871164437
aastik      7902    7389  0 23:25 ?        00:00:01 /snap/code/261/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708993808206286
aastik      7936    7389  0 23:25 ?        00:00:00 dconf watch /system/proxy/
aastik      7945    7389  2 23:25 ?        00:00:19 /snap/code/261/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708994745248135
aastik      7946    7389  0 23:25 ?        00:00:01 /snap/code/261/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708995682289984
aastik      7987    7389  4 23:25 ?        00:00:34 /snap/code/261/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708996619331833
aastik      8374    7902  0 23:25 ?        00:00:02 /snap/code/261/usr/share/code/code /snap/code/261/usr/share/code/resources/app/node_modules.asar.unpacked/@github/copilot-linux-x64/index.js --headless --no-auto-update --log-level info --stdio --no-auto-login
aastik      8489    7987  0 23:25 ?        00:00:00 /snap/code/261/usr/share/code/code /home/aastik/.vscode/extensions/formulahendry.auto-rename-tag-0.1.10/packages/server/dist/serverMain.js --node-ipc --clientProcessId=7987
aastik      8582    7987  0 23:25 ?        00:00:00 /snap/code/261/usr/share/code/code /snap/code/261/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=7987
aastik      8814    3817  3 23:26 ?        00:00:30 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=101 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=1200007735 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1615087190757825352,15639655958762211384,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      8823    7389  0 23:26 ?        00:00:04 /snap/code/261/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7405 --enable-crash-reporter=8dd4936c-28c9-4aae-af6f-e4aee2b8a15c,no_channel --user-data-dir=/home/aastik/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17882464861198801848,14376447086515882090,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,8695417233579948855,6390186677388806625,4 --trace-process-track-uuid=3190708998493415531
aastik      8843    8823  0 23:26 pts/0    00:00:00 /usr/bin/bash --init-file /snap/code/261/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
aastik      9470    7987  0 23:26 ?        00:00:00 /snap/code/261/usr/share/code/code /snap/code/261/usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=7987
aastik      9598    3817  0 23:26 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=104 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=1241358616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2340228767706927544,14753458173567647552,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
root       11393       2  0 23:30 ?        00:00:00 [kworker/2:1-mm_percpu_wq]
aastik     11695    8823  0 23:30 pts/1    00:00:00 /usr/bin/bash --init-file /snap/code/261/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       14145       2  0 23:34 ?        00:00:00 [kworker/u49:0-ttm]
root       14146       2  0 23:34 ?        00:00:00 [kworker/u49:1-ttm]
root       14147       2  0 23:34 ?        00:00:00 [kworker/u49:2-rtw89_tx_wq]
root       14148       2  0 23:34 ?        00:00:00 [kworker/u49:3-ttm]
root       14149       2  0 23:34 ?        00:00:00 [kworker/u49:4-ttm]
root       14150       2  0 23:34 ?        00:00:00 [kworker/u49:5-ttm]
aastik     14678    2796  0 23:35 ?        00:00:01 /usr/libexec/gnome-terminal-server
aastik     14690   14678  0 23:35 pts/2    00:00:00 bash
root       15104       2  0 23:35 ?        00:00:00 [kworker/u49:7-ttm]
root       15105       2  0 23:35 ?        00:00:00 [kworker/u49:8-ttm]
root       15106       2  0 23:35 ?        00:00:00 [kworker/u49:12-ttm]
root       15107       2  0 23:35 ?        00:00:00 [kworker/u49:13-ttm]
root       15108       2  0 23:35 ?        00:00:00 [kworker/u49:14]
root       15109       2  0 23:35 ?        00:00:00 [kworker/u49:15]
aastik     16113    3817  0 23:38 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=126 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=1920004741 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13181052338125282332,11950620047691053478,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik     16484    3817  0 23:38 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=127 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=1972028371 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1371921850817899735,8703352381050417760,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
root       16642       2  0 23:39 ?        00:00:00 [kworker/4:0-events]
aastik     16702   14690  0 23:39 pts/2    00:00:00 /bin/bash ./task.sh
root       16718       2  0 23:39 ?        00:00:00 [kworker/8:2]
root       16730       2  0 23:39 ?        00:00:00 [kworker/2:0]
aastik     16818    3817  0 23:39 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=128 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=2017090014 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7454081816351980514,9978010382920490333,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik     16819    3817  0 23:39 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=129 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=2017093547 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6485307921551676396,13936050978093053866,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik     16886   16702 99 23:39 pts/2    00:00:00 ps -ef
